Draw,Date,Winning Number 1,2,3,4,5,6,Bonus Number,Powerball,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
1469,2015-08-01,6,8,18,19,20,35,4,7,18,6,1,2,5,3,3,0,1,0,0.00,1,40942.00,30,1365.00,91,121.00,1258,68.00,1821,46.00,,
1468,2015-07-25,9,15,18,22,36,39,34,5,"15,18",3,4,3,4,1,2,1,3,0,0.00,1,39618.00,34,1165.00,77,138.00,1245,66.00,1543,53.00,,
1467,2015-07-18,12,18,19,26,35,37,15,2,15,4,3,4,3,0,4,1,2,0,0.00,1,38677.00,26,1488.00,96,108.00,1151,70.00,1517,52.00,,
1466,2015-07-11,8,11,15,17,31,36,32,6,,4,3,4,3,1,3,0,3,0,0.00,0,0.00,22,3282.00,61,159.00,1096,69.00,1452,51.00,,
1465,2015-07-04,3,7,10,16,18,38,5,3,18,6,1,3,4,4,2,0,1,0,0.00,3,11903.00,36,992.00,94,102.00,1310,57.00,1842,40.00,,
1464,2015-06-27,8,9,13,18,25,33,22,3,18,4,3,4,3,2,2,2,1,1,23800820.00,2,34599.00,76,910.00,147,127.00,2414,60.00,3282,43.00,,
1463,2015-06-20,15,18,21,36,37,40,38,6,38,2,5,3,4,0,2,1,4,0,0.00,1,59832.00,33,1813.00,118,136.00,1785,70.00,2442,50.00,,
1462,2015-06-13,9,12,17,20,35,38,34,6,,4,3,3,4,1,3,0,3,0,0.00,2,26640.00,44,1211.00,84,171.00,1670,66.00,2114,52.00,,
1461,2015-06-06,1,10,19,29,32,37,16,5,10,4,3,4,3,2,2,1,2,0,0.00,2,24430.00,58,842.00,99,133.00,1603,63.00,2080,48.00,,
1460,2015-05-30,8,10,14,17,33,34,9,10,"9,34",5,2,3,4,3,2,0,2,0,0.00,0,0.00,36,2637.00,77,166.00,1419,70.00,1856,52.00,,
1459,2015-05-23,1,3,9,34,36,37,40,2,"1,3",3,4,4,3,3,0,0,4,0,0.00,0,0.00,24,3509.00,60,189.00,1268,69.00,1609,54.00,,
1458,2015-05-16,1,3,5,31,32,38,17,2,32,4,3,5,2,3,1,0,3,0,0.00,0,0.00,29,2827.00,74,149.00,1268,67.00,1784,47.00,,
1457,2015-05-09,9,22,25,32,33,35,14,10,32,2,5,4,3,1,1,2,3,0,0.00,1,54240.00,44,1233.00,89,164.00,1576,72.00,2106,53.00,,
1456,2015-05-02,8,13,27,32,36,37,24,7,37,2,5,3,4,1,1,2,3,0,0.00,1,39433.00,25,1577.00,68,156.00,1160,71.00,1637,49.00,,
1455,2015-04-25,10,14,15,20,25,37,4,7,"10,15,37",5,2,3,4,2,3,1,1,0,0.00,1,36739.00,23,1597.00,68,145.00,1287,59.00,1663,45.00,,
1454,2015-04-18,6,15,18,21,23,37,10,9,21,4,3,4,3,2,2,2,1,0,0.00,1,36609.00,33,1109.00,52,189.00,1050,73.00,1400,53.00,,
1453,2015-04-11,3,4,19,21,26,33,20,4,,4,3,4,3,2,2,2,1,0,0.00,1,36009.00,38,948.00,75,129.00,1221,61.00,1565,47.00,,
1452,2015-04-04,1,2,7,9,17,32,15,8,"9,15",6,1,5,2,4,2,0,1,0,0.00,5,10853.00,43,1262.00,128,114.00,1874,60.00,2451,45.00,,
1451,2015-03-28,4,9,14,15,27,33,28,7,"14,33",4,3,4,3,2,2,2,1,1,9000000.00,0,0.00,32,2593.00,74,151.00,1447,60.00,1805,47.00,,
1450,2015-03-21,5,8,14,17,20,33,18,4,18,6,1,3,4,2,4,0,1,0,0.00,0,0.00,32,2381.00,68,151.00,1254,63.00,1621,48.00,,
1449,2015-03-14,12,13,18,26,34,40,37,6,26,3,4,2,5,0,3,1,3,0,0.00,0,0.00,20,3759.00,88,115.00,1183,66.00,1445,53.00,,
1448,2015-03-07,1,2,6,24,26,30,15,3,"6,30",4,3,2,5,3,1,3,0,0,0.00,1,36735.00,30,1224.00,82,121.00,1216,63.00,1682,45.00,,
1447,2015-02-28,5,6,25,30,31,40,17,1,"6,31",3,4,4,3,2,1,2,2,0,0.00,1,36182.00,35,1034.00,63,155.00,1018,74.00,1490,50.00,,
1446,2015-02-21,6,18,21,26,31,39,23,6,21,2,5,4,3,1,1,3,2,0,0.00,2,17726.00,27,1313.00,67,142.00,1176,63.00,1455,50.00,,
1445,2015-02-14,1,5,16,20,30,34,21,9,,4,3,3,4,2,2,2,1,1,4000000.00,1,36253.00,25,1450.00,65,150.00,1038,73.00,1437,52.00,,
1444,2015-02-07,13,14,17,18,39,40,37,6,,4,3,4,3,0,4,0,3,1,4000000.00,2,18333.00,37,991.00,71,139.00,1068,71.00,1402,53.00,,
1443,2015-01-31,8,15,16,28,31,32,30,6,"8,28",3,4,2,5,1,2,2,2,1,6000000.00,1,36791.00,25,1472.00,78,127.00,1186,65.00,1449,52.00,,
1442,2015-01-24,8,19,22,24,27,28,3,4,19,3,4,3,4,2,1,4,0,0,0.00,1,35975.00,27,1332.00,63,154.00,1201,62.00,1665,44.00,,
1441,2015-01-17,15,19,30,32,35,40,18,6,"15,19",3,4,3,4,0,3,1,3,0,0.00,0,0.00,36,1974.00,56,171.00,1032,72.00,1389,52.00,,
1440,2015-01-10,2,15,19,27,37,39,26,10,27,3,4,5,2,1,2,2,2,1,4000000.00,0,0.00,25,2775.00,55,170.00,1000,72.00,1320,54.00,,
1439,2015-01-03,4,6,17,27,31,32,11,9,,4,3,4,3,2,2,1,2,1,10249810.00,1,53565.00,41,1306.00,119,121.00,1622,69.00,2243,49.00,,
1438,2014-12-27,9,10,15,19,24,28,37,8,37,4,3,4,3,2,2,2,1,0,0.00,1,58641.00,44,1333.00,104,152.00,1899,64.00,2509,48.00,,
1437,2014-12-20,5,20,22,29,33,37,35,1,33,2,5,5,2,1,1,2,3,0,0.00,6,7596.00,35,1302.00,77,159.00,1346,70.00,1696,55.00,,
1436,2014-12-13,8,18,21,28,33,38,1,5,21,3,4,3,4,2,1,2,2,0,0.00,1,37522.00,52,722.00,79,128.00,1466,53.00,1737,44.00,,
1435,2014-12-06,11,14,19,21,23,26,34,8,"19,23",3,4,4,3,0,3,3,1,0,0.00,1,36268.00,33,1099.00,73,134.00,1322,57.00,1576,47.00,,
1434,2014-11-29,1,2,5,23,28,39,19,4,"23,28",4,3,5,2,3,1,2,1,0,0.00,2,17506.00,25,1400.00,76,124.00,1060,69.00,1606,45.00,,
1433,2014-11-22,3,17,23,28,34,37,10,3,"23,28,34",3,4,4,3,2,1,2,2,1,16000000.00,1,48401.00,51,949.00,104,125.00,1680,60.00,2226,44.00,,
1432,2014-11-15,16,23,27,28,34,40,2,4,,2,5,2,5,1,1,3,2,0,0.00,0,0.00,42,2192.00,81,153.00,1415,68.00,1857,51.00,,
1431,2014-11-08,9,24,25,35,36,39,32,2,32,1,6,4,3,1,0,2,4,0,0.00,1,42951.00,23,1867.00,84,138.00,1306,68.00,1670,53.00,,
1430,2014-11-01,3,12,14,26,32,37,10,6,,4,3,2,5,2,2,1,2,0,0.00,1,39974.00,18,2221.00,68,158.00,1186,70.00,1578,52.00,,
1429,2014-10-25,2,9,19,28,31,35,7,4,2,4,3,5,2,3,1,1,2,0,0.00,1,41122.00,39,1054.00,88,126.00,1327,64.00,1792,47.00,,
1428,2014-10-18,2,15,27,32,36,40,37,8,40,2,5,3,4,1,1,1,4,0,0.00,1,37855.00,29,1305.00,68,150.00,1140,69.00,1510,51.00,,
1427,2014-10-11,4,10,20,24,25,39,40,10,,3,4,2,5,2,1,2,2,0,0.00,2,18900.00,15,2520.00,59,172.00,1080,73.00,1551,50.00,,
1426,2014-10-04,2,11,17,19,26,28,34,10,"17,19,28",4,3,3,4,1,3,2,1,0,0.00,3,11883.00,24,1485.00,57,168.00,1051,71.00,1324,55.00,,
1425,2014-09-27,15,19,20,28,38,40,17,8,,4,3,3,4,0,4,1,2,0,0.00,0,0.00,30,2363.00,75,127.00,1194,62.00,1533,47.00,,
1424,2014-09-20,3,22,26,30,33,37,10,2,,2,5,3,4,2,0,3,2,0,0.00,0,0.00,25,2833.00,72,132.00,1016,73.00,1464,49.00,,
1423,2014-09-13,5,7,14,19,21,27,23,1,"14,21",4,3,6,1,2,2,3,0,1,7000000.00,0,0.00,26,2878.00,71,142.00,1199,65.00,1549,49.00,,
1422,2014-09-06,3,4,14,17,35,38,21,1,"17,35",4,3,4,3,2,2,1,2,0,0.00,1,47457.00,32,1483.00,94,136.00,1430,69.00,1895,51.00,,
1421,2014-08-30,10,15,17,19,35,39,37,6,37,4,3,6,1,1,3,0,3,0,0.00,1,36655.00,28,1309.00,67,147.00,1065,72.00,1342,56.00,,
1420,2014-08-23,4,16,20,25,29,37,27,10,29,3,4,4,3,1,2,3,1,0,0.00,2,17077.00,19,1798.00,46,200.00,904,79.00,1236,57.00,,
1419,2014-08-16,2,10,24,26,29,33,28,9,33,2,5,2,5,2,0,4,1,1,4000000.00,1,34250.00,21,1631.00,52,177.00,994,72.00,1252,56.00,,
1418,2014-08-09,7,14,17,18,25,30,33,10,33,4,3,4,3,1,3,2,1,1,13395860.00,2,20917.00,38,1101.00,66,171.00,1210,72.00,1565,55.00,,
1417,2014-08-02,4,20,22,34,36,37,33,2,,2,5,2,5,1,1,1,4,0,0.00,0,0.00,23,3608.00,80,140.00,1178,73.00,1619,52.00,,
1416,2014-07-26,13,14,27,31,38,40,6,2,6,3,4,3,4,1,2,1,3,0,0.00,0,0.00,22,3623.00,71,151.00,1204,69.00,1656,49.00,,
1415,2014-07-19,6,8,11,16,29,33,28,7,,4,3,3,4,2,2,2,1,0,0.00,1,40019.00,34,1177.00,69,156.00,1406,59.00,1792,46.00,,
1414,2014-07-12,14,21,30,31,36,37,40,4,,1,6,3,4,0,1,2,4,0,0.00,1,37644.00,32,1176.00,80,127.00,1236,63.00,1540,50.00,,
1413,2014-07-05,2,9,10,12,18,23,7,2,2,6,1,3,4,4,2,1,0,0,0.00,2,18988.00,32,1187.00,101,101.00,1543,51.00,2091,37.00,,
1412,2014-06-28,1,2,3,14,36,38,15,1,"2,3,14",5,2,3,4,3,2,0,2,0,0.00,3,12290.00,24,1536.00,85,117.00,956,80.00,1341,56.00,,
1411,2014-06-21,2,3,14,17,18,35,7,7,,6,1,4,3,3,3,0,1,0,0.00,0,0.00,26,2835.00,56,177.00,1055,73.00,2043,37.00,,
1410,2014-06-14,4,8,11,20,39,40,9,7,4,5,2,3,4,3,2,0,2,0,0.00,1,35866.00,43,834.00,86,112.00,1200,62.00,1672,44.00,,
1409,2014-06-07,2,4,7,27,32,33,5,3,"7,27,32",4,3,4,3,4,0,1,2,2,12966610.00,0,0.00,56,2372.00,135,132.00,2244,62.00,2954,46.00,,
1408,2014-05-31,7,26,27,32,34,35,19,7,35,2,5,4,3,1,1,2,3,0,0.00,3,21426.00,51,1260.00,137,126.00,1961,68.00,3015,44.00,,
1407,2014-05-24,10,14,16,22,24,35,6,8,6,4,3,1,6,2,2,2,1,0,0.00,2,28652.00,37,1549.00,115,134.00,1845,65.00,2537,46.00,,
1406,2014-05-17,6,19,23,26,36,40,31,10,,2,5,3,4,1,1,2,3,0,0.00,2,25317.00,37,1368.00,80,170.00,1446,73.00,1941,53.00,,
1405,2014-05-10,3,4,5,9,24,35,13,10,,5,2,5,2,4,1,1,1,0,0.00,0,0.00,43,2661.00,111,139.00,1660,72.00,2288,51.00,,
1404,2014-05-03,11,20,22,34,36,38,31,6,31,2,5,2,5,0,2,1,4,0,0.00,0,0.00,38,2359.00,94,128.00,1323,70.00,1784,51.00,,
1403,2014-04-26,12,17,18,25,29,31,32,2,,3,4,4,3,0,3,2,2,0,0.00,0,0.00,36,2445.00,84,141.00,1393,66.00,1736,52.00,,
1402,2014-04-19,3,19,26,28,30,37,10,8,10,3,4,3,4,2,1,3,1,0,0.00,1,57226.00,43,1331.00,118,130.00,1858,64.00,2584,45.00,,
1401,2014-04-12,7,10,22,24,29,38,36,9,,2,5,2,5,2,0,3,2,0,0.00,0,0.00,28,3044.00,67,171.00,1269,70.00,1618,54.00,,
1400,2014-04-05,11,13,16,20,31,33,26,3,"13,31",4,3,4,3,0,4,1,2,0,0.00,0,0.00,35,2251.00,93,114.00,1275,64.00,1764,46.00,,
1399,2014-03-29,4,10,13,19,21,24,31,6,,4,3,4,3,2,2,2,1,0,0.00,1,39094.00,28,1396.00,67,157.00,1383,59.00,1722,46.00,,
1398,2014-03-22,12,16,18,34,35,39,33,3,,3,4,3,4,0,3,0,4,0,0.00,2,18917.00,24,1576.00,56,182.00,1076,73.00,1555,50.00,,
1397,2014-03-15,2,6,11,19,22,36,37,10,6,4,3,3,4,2,2,1,2,0,0.00,1,37699.00,27,1396.00,67,151.00,1103,71.00,1401,55.00,,
1396,2014-03-08,3,6,8,18,28,35,23,10,,4,3,3,4,3,1,2,1,0,0.00,0,0.00,22,3269.00,86,113.00,993,75.00,1520,48.00,,
1395,2014-03-01,1,9,13,20,31,33,38,5,9,4,3,5,2,2,2,0,3,1,4000000.00,0,0.00,28,2583.00,61,159.00,1166,65.00,1483,50.00,,
1394,2014-02-22,9,22,24,27,34,40,23,6,"9,24",1,6,3,4,1,0,4,2,1,26061900.00,6,11775.00,49,1442.00,133,143.00,2309,64.00,2901,50.00,,
1393,2014-02-15,8,9,17,19,24,28,10,3,17,5,2,3,4,3,2,2,0,0,0.00,2,32305.00,63,1026.00,140,124.00,2389,56.00,3103,43.00,,
1392,2014-02-08,16,17,20,35,37,39,7,9,"20,39",4,3,5,2,1,3,0,3,0,0.00,1,59671.00,32,1865.00,99,162.00,1702,73.00,2263,54.00,,
1391,2014-02-01,15,20,27,30,38,39,14,10,"38,39",3,4,3,4,0,3,2,2,0,0.00,1,52522.00,29,1811.00,76,186.00,1495,73.00,1988,54.00,,
1390,2014-01-25,10,26,28,37,38,39,13,1,37,2,5,3,4,1,1,2,3,0,0.00,1,49006.00,28,1750.00,86,153.00,1329,77.00,1920,52.00,,
1389,2014-01-18,14,18,23,29,35,37,11,6,,3,4,5,2,0,3,2,2,0,0.00,0,0.00,35,2608.00,89,138.00,1472,65.00,2100,44.00,,
1388,2014-01-11,10,12,22,30,31,39,2,2,12,3,4,2,5,2,1,2,2,0,0.00,2,21167.00,35,1210.00,107,106.00,1359,65.00,2133,41.00,,
1387,2014-01-04,12,14,16,24,26,37,6,5,"6,16",4,3,1,6,1,3,2,1,0,0.00,0,0.00,31,2814.00,96,122.00,1359,67.00,1878,47.00,,
1386,2013-12-28,6,15,16,18,20,34,9,8,"15,20",6,1,2,5,2,4,0,1,0,0.00,3,19505.00,41,1427.00,101,156.00,1880,65.00,2582,46.00,,
1385,2013-12-21,4,7,12,19,20,25,15,3,"15,20",6,1,4,3,2,4,1,0,0,0.00,2,22572.00,31,1456.00,108,112.00,1658,57.00,2128,43.00,,
1384,2013-12-14,5,15,20,32,33,39,17,10,17,4,3,5,2,1,3,0,3,0,0.00,1,38757.00,31,1250.00,58,180.00,1035,78.00,1424,56.00,,
1383,2013-12-07,3,11,21,25,26,31,17,4,"11,17,31",3,4,6,1,1,2,3,1,0,0.00,1,37465.00,31,1209.00,87,116.00,1245,63.00,1758,44.00,,
1382,2013-11-30,1,4,11,17,31,37,27,7,37,4,3,6,1,2,2,1,2,0,0.00,2,17715.00,35,1012.00,135,71.00,1251,59.00,1953,37.00,,
1381,2013-11-23,14,26,28,30,37,40,23,1,28,1,6,2,5,0,1,4,2,0,0.00,0,0.00,26,2652.00,74,125.00,980,73.00,1343,52.00,,
1380,2013-11-16,4,8,9,18,25,28,5,4,"9,18,28",5,2,3,4,4,1,2,0,1,10180670.00,2,21095.00,44,959.00,108,105.00,1569,56.00,2105,41.00,,
1379,2013-11-09,6,9,18,28,30,39,11,8,,4,3,3,4,2,2,2,1,0,0.00,0,0.00,39,1995.00,73,143.00,1331,61.00,1770,45.00,,
1378,2013-11-02,1,5,12,15,21,29,4,5,"4,15",5,2,5,2,3,2,2,0,0,0.00,1,37238.00,31,1201.00,108,93.00,1457,53.00,1828,42.00,,
1377,2013-10-26,4,15,19,27,32,33,38,2,27,3,4,4,3,1,2,1,3,0,0.00,0,0.00,33,2388.00,75,141.00,1203,68.00,1580,51.00,,
1376,2013-10-19,2,14,27,29,34,40,5,2,,3,4,3,4,2,1,2,2,0,0.00,0,0.00,23,3207.00,57,174.00,1104,70.00,1588,47.00,,
1375,2013-10-12,6,8,30,32,37,39,16,2,37,3,4,2,5,2,1,1,3,0,0.00,1,35703.00,21,1700.00,61,157.00,1033,72.00,1433,51.00,,
1374,2013-10-05,1,13,19,20,28,37,22,3,1,4,3,4,3,1,3,2,1,0,0.00,0,0.00,25,2758.00,67,138.00,1128,64.00,1581,45.00,,
1373,2013-09-28,1,21,29,33,39,40,8,4,"8,21",2,5,5,2,2,0,2,3,999999,0.00,1,33093280.00,91,1423.00,294,119.00,4005,67.00,5504,48.00,,
1372,2013-09-21,6,8,17,18,21,26,10,5,,5,2,2,5,3,2,2,0,0,0.00,7,11310.00,53,1494.00,156,137.00,2571,64.00,3616,45.00,,
1371,2013-09-14,2,5,11,19,30,31,23,7,2,4,3,5,2,2,2,2,1,0,0.00,1,64883.00,62,1046.00,155,113.00,2336,58.00,3093,43.00,,
1370,2013-09-07,2,4,24,32,33,38,15,4,,3,4,2,5,2,1,1,3,0,0.00,2,30047.00,43,1398.00,119,136.00,1817,69.00,2430,51.00,,
1369,2013-08-31,6,12,17,20,25,28,10,2,,5,2,2,5,2,3,2,0,0,0.00,1,68073.00,60,1135.00,128,143.00,2185,65.00,3058,46.00,,
1368,2013-08-24,4,7,19,27,36,40,1,1,"1,7",4,3,4,3,3,1,1,2,0,0.00,0,0.00,44,2368.00,128,110.00,1639,66.00,2371,45.00,,
1367,2013-08-17,1,11,16,23,29,34,7,3,23,4,3,5,2,2,2,2,1,0,0.00,3,16255.00,25,1951.00,106,124.00,1528,66.00,2268,44.00,,
1366,2013-08-10,5,21,23,27,30,38,36,2,23,1,6,4,3,1,0,4,2,0,0.00,0,0.00,24,3802.00,79,155.00,1394,68.00,1784,52.00,,
1365,2013-08-03,4,6,9,15,23,29,7,3,,5,2,5,2,4,1,2,0,0,0.00,0,0.00,48,1815.00,105,112.00,1513,60.00,2243,40.00,,
1364,2013-07-27,1,2,24,32,36,37,14,1,"1,32,36",3,4,2,5,2,1,1,3,0,0.00,0,0.00,22,3840.00,76,150.00,1122,78.00,1574,55.00,,
1363,2013-07-20,1,6,10,20,21,36,32,3,32,4,3,2,5,3,1,1,2,0,0.00,0,0.00,40,2007.00,79,137.00,1300,64.00,1704,48.00,,
1362,2013-07-13,3,5,13,19,22,32,15,3,"13,19",5,2,5,2,2,3,1,1,0,0.00,0,0.00,35,2169.00,97,105.00,1380,57.00,1832,42.00,,
1361,2013-07-06,13,14,19,25,34,38,8,1,38,4,3,3,4,1,3,1,2,0,0.00,0,0.00,39,1940.00,58,175.00,1027,77.00,1507,51.00,,
1360,2013-06-29,3,10,16,17,20,38,32,8,,5,2,2,5,2,3,0,2,0,0.00,1,36140.00,31,1166.00,66,147.00,1232,61.00,1485,50.00,,
1359,2013-06-22,2,7,14,23,30,33,5,8,33,4,3,4,3,3,1,2,1,0,0.00,0,0.00,41,1756.00,64,151.00,1211,62.00,1597,46.00,,
1358,2013-06-15,12,26,31,33,36,39,17,8,,2,5,4,3,0,2,1,4,0,0.00,1,35239.00,21,1678.00,75,126.00,1099,67.00,1487,48.00,,
1357,2013-06-08,6,7,19,29,32,37,27,8,,3,4,5,2,2,1,2,2,1,9355737.00,0,0.00,35,2349.00,88,126.00,1261,68.00,1785,47.00,,
1356,2013-06-01,8,11,13,22,23,36,15,2,,4,3,4,3,1,3,2,1,0,0.00,0,0.00,32,2456.00,73,145.00,1241,66.00,1688,48.00,,
1355,2013-05-25,2,4,9,17,19,27,31,5,,5,2,5,2,3,2,1,1,0,0.00,1,37837.00,29,1305.00,87,117.00,1348,58.00,1701,45.00,,
1354,2013-05-18,3,8,22,33,35,36,37,5,37,2,5,4,3,2,0,1,4,0,0.00,1,36340.00,22,1652.00,63,155.00,1144,66.00,1486,50.00,,
1353,2013-05-11,12,16,18,19,29,39,37,5,,4,3,4,3,0,4,1,2,0,0.00,0,0.00,37,2775.00,94,147.00,1660,64.00,2150,49.00,,
1352,2013-05-04,15,24,26,27,38,40,2,2,,2,5,2,5,1,1,3,2,0,0.00,1,37403.00,27,1385.00,80,126.00,1157,67.00,1576,49.00,,
1351,2013-04-27,9,13,17,18,23,35,39,2,39,4,3,6,1,1,3,1,2,1,6000000.00,0,0.00,24,3067.00,72,138.00,1121,68.00,1429,53.00,,
1350,2013-04-20,15,29,31,34,39,40,16,10,16,2,5,4,3,0,2,1,4,0,0.00,0,0.00,19,3759.00,77,125.00,1016,73.00,1273,57.00,,
1349,2013-04-13,6,7,16,24,37,38,20,8,"16,38",4,3,2,5,2,2,1,2,0,0.00,0,0.00,28,2521.00,61,156.00,1063,69.00,1323,55.00,,
1348,2013-04-06,13,16,25,29,33,38,18,8,"33,38",3,4,4,3,0,3,2,2,1,6000000.00,0,0.00,34,2151.00,76,129.00,1172,65.00,1588,47.00,,
1347,2013-03-30,6,10,11,26,36,38,33,3,,3,4,2,5,2,1,1,3,0,0.00,1,55882.00,34,1644.00,130,116.00,1789,65.00,2285,50.00,,
1346,2013-03-23,1,16,18,29,30,32,25,5,16,3,4,3,4,1,2,3,1,0,0.00,3,13010.00,34,1148.00,91,115.00,1259,65.00,1657,48.00,,
1345,2013-03-16,3,11,13,15,16,26,5,8,11,6,1,5,2,2,4,1,0,1,10338820.00,0,0.00,42,2072.00,110,106.00,1493,61.00,2082,43.00,,
1344,2013-03-09,7,10,11,37,39,40,24,8,"11,37",3,4,4,3,2,1,1,3,0,0.00,0,0.00,26,3109.00,91,119.00,1258,67.00,1701,49.00,,
1343,2013-03-02,8,11,12,18,33,37,13,4,13,5,2,4,3,1,4,0,2,0,0.00,1,38759.00,31,1250.00,77,135.00,1216,66.00,1700,47.00,,
1342,2013-02-23,13,21,28,29,38,40,30,1,,1,6,3,4,0,1,4,2,0,0.00,3,12537.00,26,1447.00,62,163.00,1112,70.00,1437,54.00,,
1341,2013-02-16,2,6,25,32,35,36,15,2,,3,4,3,4,2,1,1,3,0,0.00,1,37304.00,21,1776.00,77,130.00,1073,72.00,1601,48.00,,
1340,2013-02-09,4,9,17,19,20,28,21,7,19,5,2,4,3,2,3,2,0,0,0.00,2,18065.00,38,951.00,71,137.00,1347,56.00,1773,42.00,,
1339,2013-02-02,5,6,13,19,24,39,26,5,,4,3,4,3,2,2,2,1,0,0.00,2,17584.00,30,1172.00,85,111.00,1160,63.00,1599,45.00,,
1338,2013-01-26,1,2,12,27,29,31,16,2,,4,3,4,3,2,2,2,1,1,15000000.00,3,15659.00,44,1068.00,84,150.00,1611,61.00,1994,48.00,,
1337,2013-01-19,5,19,21,32,36,39,9,8,,3,4,5,2,2,1,1,3,0,0.00,2,22091.00,42,1052.00,76,156.00,1312,70.00,1874,48.00,,
1336,2013-01-12,1,2,3,7,8,30,14,5,"1,3,8,14,30",6,1,3,4,5,1,1,0,0,0.00,1,40488.00,48,843.00,101,108.00,1514,56.00,1778,47.00,,
1335,2013-01-05,1,3,8,14,26,30,34,10,"3,8,26",4,3,2,5,3,1,2,1,0,0.00,0,0.00,37,2633.00,81,162.00,1431,71.00,1730,58.00,,
1334,2012-12-29,3,6,7,25,26,29,8,4,"6,8",4,3,4,3,4,0,3,0,0,0.00,4,13190.00,41,1287.00,113,126.00,1733,63.00,2386,45.00,,
1333,2012-12-22,6,8,13,14,19,31,2,2,6,6,1,3,4,3,3,0,1,0,0.00,2,23856.00,37,1290.00,118,109.00,1471,67.00,2231,44.00,,
1332,2012-12-15,6,12,23,24,25,36,33,7,24,2,5,3,4,1,1,3,2,0,0.00,1,36711.00,27,1360.00,72,137.00,1284,59.00,1562,48.00,,
1331,2012-12-08,9,13,18,21,24,27,26,8,21,3,4,4,3,1,2,4,0,0,0.00,1,35827.00,48,746.00,83,116.00,1340,56.00,1708,43.00,,
1330,2012-12-01,8,10,14,15,21,39,20,4,21,5,2,3,4,2,3,1,1,0,0.00,0,0.00,26,2649.00,85,109.00,1105,65.00,1487,47.00,,
1329,2012-11-24,3,4,18,19,34,35,21,9,18,4,3,4,3,2,2,1,2,1,20000000.00,2,28238.00,47,1202.00,93,163.00,1586,74.00,2127,54.00,,
1328,2012-11-17,1,17,18,22,28,32,38,10,"18,22,32",3,4,2,5,1,2,2,2,0,0.00,1,52987.00,44,1204.00,83,172.00,1508,73.00,1976,55.00,,
1327,2012-11-10,18,22,31,32,33,36,26,10,36,1,6,2,5,0,1,2,4,0,0.00,3,15888.00,31,1538.00,87,147.00,1392,71.00,1791,54.00,,
1326,2012-11-03,1,2,15,21,35,36,20,8,"15,36",4,3,4,3,2,2,1,2,0,0.00,1,46005.00,40,1150.00,76,163.00,1353,71.00,1750,54.00,,
1325,2012-10-27,14,15,29,33,36,39,38,8,14,2,5,4,3,0,2,1,4,0,0.00,0,0.00,36,2393.00,77,151.00,1254,71.00,1769,50.00,,
1324,2012-10-20,2,11,12,14,27,31,13,10,31,5,2,4,3,1,4,1,1,0,0.00,0,0.00,26,3313.00,86,135.00,1307,69.00,1766,50.00,,
1323,2012-10-13,1,7,29,30,31,40,20,2,30,3,4,4,3,2,1,2,2,0,0.00,2,19746.00,33,1197.00,76,140.00,1324,62.00,1654,49.00,,
1322,2012-10-06,9,15,19,22,23,30,8,5,"9,30",4,3,4,3,2,2,3,0,0,0.00,0,0.00,20,3833.00,94,110.00,1306,61.00,1773,44.00,,
1321,2012-09-29,6,9,13,30,34,35,17,6,"9,17,35",4,3,4,3,2,2,1,2,0,0.00,1,38178.00,25,1527.00,77,133.00,1165,68.00,1587,49.00,,
1320,2012-09-22,9,12,17,19,21,35,1,8,1,5,2,6,1,2,3,1,1,0,0.00,1,36669.00,29,1264.00,67,147.00,1243,61.00,1605,47.00,,
1319,2012-09-15,1,3,14,16,36,38,8,7,"16,38",5,2,2,5,3,2,0,2,0,0.00,1,36273.00,21,1727.00,58,168.00,1117,68.00,1487,50.00,,
1318,2012-09-08,7,16,31,38,39,40,28,2,,2,5,3,4,1,1,1,4,0,0.00,1,36498.00,19,1921.00,85,116.00,1054,72.00,1442,52.00,,
1317,2012-09-01,1,5,15,26,33,35,24,2,,3,4,5,2,2,1,2,2,1,5000000.00,2,21282.00,32,1330.00,88,130.00,1301,68.00,1703,51.00,,
1316,2012-08-25,8,13,17,18,27,39,20,7,"13,27",5,2,4,3,1,4,1,1,0,0.00,2,26627.00,56,951.00,94,152.00,1914,58.00,2263,48.00,,
1315,2012-08-18,10,13,21,23,27,35,5,2,,3,4,6,1,2,1,3,1,1,8000000.00,2,23861.00,51,936.00,105,122.00,1500,66.00,2152,45.00,,
1314,2012-08-11,2,4,15,20,26,31,22,3,26,4,3,2,5,2,2,2,1,0,0.00,1,39766.00,26,1529.00,72,149.00,1473,56.00,1773,46.00,,
1313,2012-08-04,10,12,13,24,29,38,26,9,,3,4,2,5,1,2,3,1,0,0.00,0,0.00,32,2420.00,74,141.00,1120,72.00,1489,53.00,,
1312,2012-07-28,2,7,8,9,18,25,36,1,,5,2,3,4,4,1,1,1,0,0.00,1,36803.00,34,1082.00,62,160.00,1224,63.00,1367,55.00,,
1311,2012-07-21,1,13,15,17,26,31,40,8,15,4,3,5,2,1,3,1,2,0,0.00,2,18205.00,19,1916.00,82,119.00,1224,62.00,1676,44.00,,
